mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_mlp__activation,param_mlp__hidden_layer_sizes,param_mlp__solver,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
266.2042840719223,11.77216112613678,1.5186717510223389,0.05515241622924805,tanh,150,sgd,"{'mlp__activation': 'tanh', 'mlp__hidden_layer_sizes': 150, 'mlp__solver': 'sgd'}",0.407581945753482,0.4197582325969153,0.41367008917519865,0.006088143421716652,11,0.41987914148780997,0.41281435876030476,0.41634675012405736,0.003532391363752607
356.97743821144104,22.172356128692627,1.5269367694854736,0.017480850219726562,tanh,150,adam,"{'mlp__activation': 'tanh', 'mlp__hidden_layer_sizes': 150, 'mlp__solver': 'adam'}",0.7849890952846507,0.8033006244424621,0.7941448598635563,0.009155764578905712,2,0.9997347831852539,0.9999338493087252,0.9998343162469896,9.953306173565712e-05
163.7233101129532,1.9120415449142456,1.5788822174072266,0.150346040725708,tanh,"(100, 100)",sgd,"{'mlp__activation': 'tanh', 'mlp__hidden_layer_sizes': (100, 100), 'mlp__solver': 'sgd'}",0.5040193704600485,0.5020855563100204,0.5030524633850344,0.0009669070750140674,9,0.5101824148248238,0.5042196139295761,0.5072010143772,0.00298140044762385
252.12292087078094,23.165518641471863,1.4562418460845947,0.00526118278503418,tanh,"(100, 100)",adam,"{'mlp__activation': 'tanh', 'mlp__hidden_layer_sizes': (100, 100), 'mlp__solver': 'adam'}",0.7748659916617034,0.7925692047874294,0.7837175982245664,0.00885160656286299,3,0.9998674091752849,1.0,0.9999337045876424,6.6295412357531e-05
76.7089251279831,3.392034411430359,1.5104506015777588,0.05893969535827637,tanh,"(50, 50, 50)",sgd,"{'mlp__activation': 'tanh', 'mlp__hidden_layer_sizes': (50, 50, 50), 'mlp__solver': 'sgd'}",0.3439187729531216,0.32189804424495033,0.332908408599036,0.011010364354085644,12,0.34943273905996763,0.32174098570514187,0.33558686238255475,0.013845876677412883
102.9910159111023,2.86556339263916,1.3925713300704956,0.023974061012268066,tanh,"(50, 50, 50)",adam,"{'mlp__activation': 'tanh', 'mlp__hidden_layer_sizes': (50, 50, 50), 'mlp__solver': 'adam'}",0.7375736516090045,0.754979637171418,0.7462766443902112,0.008702992781206786,5,0.9980747527053043,0.9969483879527663,0.9975115703290354,0.0005631823762690114
238.42228984832764,8.59536600112915,1.4643975496292114,0.022874951362609863,relu,150,sgd,"{'mlp__activation': 'relu', 'mlp__hidden_layer_sizes': 150, 'mlp__solver': 'sgd'}",0.4178359837854693,0.4324659231722429,0.4251509534788561,0.007314969693386797,10,0.42845309587906405,0.4268733850129199,0.42766324044599197,0.0007898554330720842
340.3201034069061,12.08079218864441,1.4955828189849854,0.08279895782470703,relu,150,adam,"{'mlp__activation': 'relu', 'mlp__hidden_layer_sizes': 150, 'mlp__solver': 'adam'}",0.7871026065993671,0.8067189249720045,0.7969107657856858,0.009808159186318666,1,0.9997347831852539,0.9999338580593954,0.9998343206223246,9.953743707075136e-05
157.2615910768509,3.0002623796463013,1.7337249517440796,0.05843913555145264,relu,"(100, 100)",sgd,"{'mlp__activation': 'relu', 'mlp__hidden_layer_sizes': (100, 100), 'mlp__solver': 'sgd'}",0.5112956169144622,0.5114887043830856,0.5113921606487739,9.654373431167151e-05,8,0.514946962391514,0.5127760100279626,0.5138614862097384,0.0010854761817757352
227.84565341472626,21.29432785511017,1.6018768548965454,0.15236127376556396,relu,"(100, 100)",adam,"{'mlp__activation': 'relu', 'mlp__hidden_layer_sizes': (100, 100), 'mlp__solver': 'adam'}",0.7673144743753282,0.7803171294573066,0.7738158019163174,0.006501327540989199,4,1.0,1.0,1.0,0.0
74.5036917924881,1.5254374742507935,1.3870785236358643,0.03646278381347656,relu,"(50, 50, 50)",sgd,"{'mlp__activation': 'relu', 'mlp__hidden_layer_sizes': (50, 50, 50), 'mlp__solver': 'sgd'}",0.5253025826741637,0.5352512539036623,0.5302769182889131,0.004974335614749303,7,0.5368501237859455,0.545916447120813,0.5413832854533793,0.004533161667433727
125.84031820297241,7.249411344528198,1.4848041534423828,0.022919893264770508,relu,"(50, 50, 50)",adam,"{'mlp__activation': 'relu', 'mlp__hidden_layer_sizes': (50, 50, 50), 'mlp__solver': 'adam'}",0.7091002419887071,0.7350901525658807,0.722095197277294,0.012994955288586796,6,0.999933708982433,1.0,0.9999668544912165,3.314550878352751e-05
