mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rf__min_samples_leaf,param_rf__min_samples_split,param_rf__n_estimators,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
13.635347247123718,0.05794179439544678,4.814398288726807,0.039458274841308594,5,0.005,100,"{'rf__min_samples_leaf': 5, 'rf__min_samples_split': 0.005, 'rf__n_estimators': 100}",0.613875771885216,0.6301467955603294,0.6220112837227727,0.008135511837556675,19,0.6635046113306983,0.6557637906647807,0.6596342009977395,0.0038704103329587625
14.540720701217651,0.15734052658081055,5.219129204750061,0.11251795291900635,5,0.005,110,"{'rf__min_samples_leaf': 5, 'rf__min_samples_split': 0.005, 'rf__n_estimators': 110}",0.6158724406595397,0.6276939655172414,0.6217832030883905,0.0059107624288508576,21,0.6612718796727943,0.649546827794562,0.6554093537336781,0.005862525939116181
16.253796815872192,0.12287402153015137,5.6348559856414795,0.015483856201171875,5,0.005,120,"{'rf__min_samples_leaf': 5, 'rf__min_samples_split': 0.005, 'rf__n_estimators': 120}",0.6143518098521275,0.6275707229456667,0.620961266398897,0.006609456546769643,22,0.6630931458699473,0.6546870850668318,0.6588901154683895,0.004203030401557728
13.257865905761719,0.09939837455749512,4.849539756774902,0.08640885353088379,5,0.01,100,"{'rf__min_samples_leaf': 5, 'rf__min_samples_split': 0.01, 'rf__n_estimators': 100}",0.6043875685557587,0.6207332490518331,0.6125604088037959,0.008172840248037216,25,0.6435123341348294,0.6376915494219912,0.6406019417784103,0.0029103923564191003
14.484105587005615,0.09753561019897461,5.323044419288635,0.13146984577178955,5,0.01,110,"{'rf__min_samples_leaf': 5, 'rf__min_samples_split': 0.01, 'rf__n_estimators': 110}",0.6019577348824444,0.6158724406595397,0.6089150877709921,0.006957352888547652,26,0.645528022026823,0.634054393680998,0.6397912078539105,0.005736814172912497
15.292297720909119,0.215279221534729,5.5835407972335815,0.07492244243621826,5,0.01,120,"{'rf__min_samples_leaf': 5, 'rf__min_samples_split': 0.01, 'rf__n_estimators': 120}",0.601300009154994,0.6121041647763361,0.6067020869656651,0.005402077810671035,27,0.6447883315546069,0.6315978778886792,0.638193104721643,0.006595226832963874
14.900783061981201,0.2692234516143799,4.706023454666138,0.07474684715270996,5,2,100,"{'rf__min_samples_leaf': 5, 'rf__min_samples_split': 2, 'rf__n_estimators': 100}",0.6215679190751444,0.6314093959731544,0.6264886575241494,0.00492073844900498,16,0.6737007324729682,0.6639069931301744,0.6688038628015713,0.004896869671396908
15.383036851882935,0.333782434463501,5.449123501777649,0.024362683296203613,5,2,110,"{'rf__min_samples_leaf': 5, 'rf__min_samples_split': 2, 'rf__n_estimators': 110}",0.6230276801009828,0.6286586460764949,0.6258431630887389,0.0028154829877560794,18,0.675609756097561,0.6607237422771404,0.6681667491873506,0.007443006910210326
16.93123722076416,0.2244853973388672,5.401939034461975,0.07849442958831787,5,2,120,"{'rf__min_samples_leaf': 5, 'rf__min_samples_split': 2, 'rf__n_estimators': 120}",0.6210136417020508,0.6313339301700984,0.6261737859360745,0.0051601442340238335,17,0.6736529560737053,0.6663150492264417,0.6699840026500735,0.0036689534236318266
15.522701263427734,0.10497117042541504,4.973436951637268,0.21937334537506104,3,0.005,100,"{'rf__min_samples_leaf': 3, 'rf__min_samples_split': 0.005, 'rf__n_estimators': 100}",0.6325964378412243,0.6442810312749181,0.6384387345580712,0.005842296716846884,10,0.6898156126141651,0.6849030470914128,0.6873593298527889,0.0024562827613761606
18.21230435371399,0.13781166076660156,4.928126931190491,0.09690821170806885,3,0.005,110,"{'rf__min_samples_leaf': 3, 'rf__min_samples_split': 0.005, 'rf__n_estimators': 110}",0.6315506584251545,0.6440227030862008,0.6377866807556776,0.006236022330523172,11,0.6889118813588551,0.682406041142262,0.6856589612505586,0.003252920108296531
18.035701513290405,0.0998842716217041,5.717788338661194,0.16235125064849854,3,0.005,120,"{'rf__min_samples_leaf': 3, 'rf__min_samples_split': 0.005, 'rf__n_estimators': 120}",0.6265947888589398,0.6441940920784175,0.6353944404686787,0.008799651609738834,12,0.689304490218047,0.6822875987156122,0.6857960444668296,0.0035084457512173928
15.487980246543884,0.2551628351211548,4.746348738670349,0.016559958457946777,3,0.01,100,"{'rf__min_samples_leaf': 3, 'rf__min_samples_split': 0.01, 'rf__n_estimators': 100}",0.6152311876699909,0.6247639600755328,0.6199975738727619,0.004766386202770978,24,0.663975427819219,0.6530323151837095,0.6585038715014643,0.0054715563177547555
16.555442929267883,0.12487208843231201,5.528910756111145,0.09939754009246826,3,0.01,110,"{'rf__min_samples_leaf': 3, 'rf__min_samples_split': 0.01, 'rf__n_estimators': 110}",0.6120039952783074,0.6289816061013908,0.6204928006898491,0.008488805411541678,23,0.6621550360344525,0.6544007076514816,0.658277871842967,0.003877164191485427
17.5966694355011,0.06143784523010254,5.347793221473694,0.02747166156768799,3,0.01,120,"{'rf__min_samples_leaf': 3, 'rf__min_samples_split': 0.01, 'rf__n_estimators': 120}",0.616402356139556,0.6275812533668523,0.6219918047532041,0.005589448613648185,20,0.664326458973234,0.6517770096605513,0.6580517343168926,0.006274724656341324
16.99779748916626,0.11334490776062012,5.1108410358428955,0.10789203643798828,3,2,100,"{'rf__min_samples_leaf': 3, 'rf__min_samples_split': 2, 'rf__n_estimators': 100}",0.6427429383549476,0.6612409206265862,0.6519919294907669,0.00924899113581934,7,0.7229706972044458,0.7195606252640473,0.7212656612342465,0.0017050359701992757
