mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rf__min_samples_leaf,param_rf__min_samples_split,param_rf__n_estimators,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
8.611264944076538,0.21535134315490723,4.804247736930847,0.01341235637664795,5,0.005,100,"{'rf__min_samples_leaf': 5, 'rf__min_samples_split': 0.005, 'rf__n_estimators': 100}",0.6105358764759309,0.6032240337058069,0.6068799550908689,0.0036559213850619887,19,0.6336722757131288,0.637240886347391,0.6354565810302599,0.0017843053171310852
9.004934906959534,0.0874093770980835,5.216093897819519,0.10446584224700928,5,0.005,110,"{'rf__min_samples_leaf': 5, 'rf__min_samples_split': 0.005, 'rf__n_estimators': 110}",0.6087986155387557,0.6039014561773055,0.6063500358580306,0.0024485796807250937,20,0.6330688784709702,0.6398929049531459,0.636480891712058,0.0034120132410878634
9.967015743255615,0.04959702491760254,5.505022406578064,0.054444193840026855,5,0.005,120,"{'rf__min_samples_leaf': 5, 'rf__min_samples_split': 0.005, 'rf__n_estimators': 120}",0.6059059423988334,0.604945054945055,0.6054254986719443,0.00048044372688921255,21,0.6305720988991157,0.6409342128721698,0.6357531558856427,0.005181056986527044
8.22547996044159,0.17931616306304932,4.912407398223877,0.0004992485046386719,5,0.01,100,"{'rf__min_samples_leaf': 5, 'rf__min_samples_split': 0.01, 'rf__n_estimators': 100}",0.5949274030509097,0.5941360870366955,0.5945317450438026,0.0003956580071071137,25,0.6108572473039664,0.61956030037094,0.6152087738374532,0.004351526533486805
8.853867411613464,0.15156543254852295,5.176666259765625,0.06901097297668457,5,0.01,110,"{'rf__min_samples_leaf': 5, 'rf__min_samples_split': 0.01, 'rf__n_estimators': 110}",0.5901216365646885,0.5926953305594083,0.5914084835620483,0.0012868469973598695,27,0.6113856855207762,0.6170154933405817,0.614200589430679,0.002814903909902744
9.352229714393616,0.09740078449249268,5.663838148117065,0.0584409236907959,5,0.01,120,"{'rf__min_samples_leaf': 5, 'rf__min_samples_split': 0.01, 'rf__n_estimators': 120}",0.5920265168953135,0.5914555206214167,0.5917410187583652,0.0002854981369483922,26,0.6120098711269537,0.6183960126869052,0.6152029419069295,0.0031930707799757707
9.163708806037903,0.030469059944152832,4.922585487365723,0.025473594665527344,5,2,100,"{'rf__min_samples_leaf': 5, 'rf__min_samples_split': 2, 'rf__n_estimators': 100}",0.6173999457945614,0.607289668402302,0.6123448070984316,0.0050551386961296685,18,0.6498175669662721,0.645247419010324,0.6475324929882981,0.0022850739779740614
9.815431237220764,0.09739601612091064,5.327803373336792,0.046801090240478516,5,2,110,"{'rf__min_samples_leaf': 5, 'rf__min_samples_split': 2, 'rf__n_estimators': 110}",0.6149113282663772,0.6105282364747742,0.6127197823705757,0.0021915458958015055,16,0.6455933565496919,0.6476596500577316,0.6466265033037117,0.0010331467540198869
10.562015414237976,0.08291471004486084,5.355387568473816,0.030964016914367676,5,2,120,"{'rf__min_samples_leaf': 5, 'rf__min_samples_split': 2, 'rf__n_estimators': 120}",0.615036231884058,0.6101633062676763,0.6125997690758671,0.00243646280819082,17,0.6442436711691565,0.6479198083917324,0.6460817397804444,0.0018380686112879352
9.408958077430725,0.052050232887268066,4.966349959373474,0.030469298362731934,3,0.005,100,"{'rf__min_samples_leaf': 3, 'rf__min_samples_split': 0.005, 'rf__n_estimators': 100}",0.6262227407340931,0.6223908918406073,0.6243068162873502,0.0019159244467429337,11,0.6603690297519202,0.6652653704676827,0.6628172001098015,0.002448170357881252
10.62988817691803,0.20179665088653564,5.071118235588074,0.0064934492111206055,3,0.005,110,"{'rf__min_samples_leaf': 3, 'rf__min_samples_split': 0.005, 'rf__n_estimators': 110}",0.6253931170814988,0.6218487394957982,0.6236209282886485,0.0017721887928502933,12,0.6579971691436659,0.6634514205541915,0.6607242948489287,0.0027271257052627895
11.143405318260193,0.10689103603363037,5.5844186544418335,0.01997983455657959,3,0.005,120,"{'rf__min_samples_leaf': 3, 'rf__min_samples_split': 0.005, 'rf__n_estimators': 120}",0.6305048335123523,0.6206709467402116,0.6255878901262819,0.004916943386070349,10,0.6618438464931629,0.662806001579363,0.662324924036263,0.00048107754310006134
9.750257968902588,0.07741951942443848,5.884970545768738,0.04894983768463135,3,0.01,100,"{'rf__min_samples_leaf': 3, 'rf__min_samples_split': 0.01, 'rf__n_estimators': 100}",0.6078574026918879,0.6024383536529472,0.6051478781724176,0.0027095245194703743,22,0.6339839884861024,0.6354604850980041,0.6347222367920533,0.0007382483059508727
11.063513278961182,0.32866358757019043,5.224716067314148,0.09790003299713135,3,0.01,110,"{'rf__min_samples_leaf': 3, 'rf__min_samples_split': 0.01, 'rf__n_estimators': 110}",0.6075396102713532,0.5999449086401616,0.6037422594557573,0.0037973508155957902,23,0.6317591925018025,0.6308327351040919,0.6312959638029472,0.00046322869885528917
10.267873525619507,0.09939742088317871,5.463558673858643,0.08591341972351074,3,0.01,120,"{'rf__min_samples_leaf': 3, 'rf__min_samples_split': 0.01, 'rf__n_estimators': 120}",0.6057236602260299,0.6008993300908507,0.6033114951584403,0.0024121650675895667,24,0.6328110931028273,0.6344827586206897,0.6336469258617585,0.0008358327589311765
10.561006546020508,0.15683913230895996,4.793084383010864,0.02697300910949707,3,2,100,"{'rf__min_samples_leaf': 3, 'rf__min_samples_split': 2, 'rf__n_estimators': 100}",0.6411007545494897,0.633399032431464,0.6372498934904769,0.0038508610590128334,9,0.691449814126394,0.6954880768570938,0.6934689454917439,0.0020191313653499243
